row,col,nu1,nu2,nu3,nu4,nu5,nu6,real_num,real_den,imag_num,imag_den
4,1,0,1,1,1,-2,0,147,12800000,0,1
4,1,0,1,1,1,-1,0,63,400000,0,1
4,1,0,1,1,1,1,0,-63,400000,0,1
4,1,0,1,1,1,2,0,-147,12800000,0,1
4,2,0,0,-1,-1,-1,0,441,3200000,0,1
4,2,0,0,-1,-1,1,0,-441,3200000,0,1
4,2,0,0,-1,1,-1,0,-441,3200000,0,1
4,2,0,0,-1,1,1,0,441,3200000,0,1
4,2,0,0,0,-1,-2,0,147,6400000,0,1
4,2,0,0,0,-1,-1,0,399,1600000,0,1
4,2,0,0,0,-1,1,0,-399,1600000,0,1
4,2,0,0,0,-1,2,0,-147,6400000,0,1
4,2,0,0,0,1,-2,0,-147,6400000,0,1
4,2,0,0,0,1,-1,0,-399,1600000,0,1
4,2,0,0,0,1,1,0,399,1600000,0,1
4,2,0,0,0,1,2,0,147,6400000,0,1
4,2,0,0,1,-1,-1,0,441,3200000,0,1
4,2,0,0,1,-1,1,0,-441,3200000,0,1
4,2,0,0,1,1,-1,0,-441,3200000,0,1
4,2,0,0,1,1,1,0,441,3200000,0,1
4,3,0,0,0,-1,-2,0,147,6400000,0,1
4,3,0,0,0,-1,-1,0,399,1600000,0,1
4,3,0,0,0,-1,1,0,-399,1600000,0,1
4,3,0,0,0,-1,2,0,-147,6400000,0,1
4,3,0,0,0,1,-2,0,-147,6400000,0,1
4,3,0,0,0,1,-1,0,-399,1600000,0,1
4,3,0,0,0,1,1,0,399,1600000,0,1
4,3,0,0,0,1,2,0,147,6400000,0,1
4,4,0,0,0,0,-2,0,-147,3200000,0,1
4,4,0,0,0,0,0,0,560441,4800000,0,1
4,4,0,0,0,0,2,0,-147,3200000,0,1
4,6,0,0,0,0,-1,0,1,120,0,1
4,6,0,0,0,0,1,0,1,120,0,1
5,1,0,-1,-1,-1,-1,0,-63,400000,0,1
5,1,0,-1,-1,-1,0,0,-40147,3200000,0,1
5,1,0,-1,-1,-1,1,0,-63,400000,0,1
5,1,0,-1,-1,0,-1,0,-21,320000,0,1
5,1,0,-1,-1,0,1,0,21,320000,0,1
5,1,0,-1,-1,1,-1,0,147,1600000,0,1
5,1,0,-1,-1,1,0,0,40147,3200000,0,1
5,1,0,-1,-1,1,1,0,147,1600000,0,1
5,1,0,-1,0,-1,-1,0,-441,3200000,0,1
5,1,0,-1,0,-1,1,0,-441,3200000,0,1
5,1,0,-1,0,1,-1,0,441,3200000,0,1
5,1,0,-1,0,1,1,0,441,3200000,0,1
5,1,0,0,0,-1,-1,0,0,1,21,200000
5,1,0,0,0,-1,1,0,0,1,21,200000
5,1,0,0,0,1,-1,0,0,1,-21,200000
5,1,0,0,0,1,1,0,0,1,-21,200000
5,1,0,1,0,-1,-1,0,441,3200000,0,1
5,1,0,1,0,-1,1,0,441,3200000,0,1
5,1,0,1,0,1,-1,0,-441,3200000,0,1
5,1,0,1,0,1,1,0,-441,3200000,0,1
5,1,0,1,1,-1,-1,0,147,1600000,0,1
5,1,0,1,1,-1,0,0,40147,3200000,0,1
5,1,0,1,1,-1,1,0,147,1600000,0,1
5,1,0,1,1,0,-1,0,21,320000,0,1
5,1,0,1,1,0,1,0,-21,320000,0,1
5,1,0,1,1,1,-1,0,-63,400000,0,1
5,1,0,1,1,1,0,0,-40147,3200000,0,1
5,1,0,1,1,1,1,0,-63,400000,0,1
5,2,0,0,-1,-1,-1,0,441,3200000,0,1
5,2,0,0,-1,-1,1,0,441,3200000,0,1
5,2,0,0,-1,0,-1,0,441,1600000,0,1
5,2,0,0,-1,0,1,0,-441,1600000,0,1
5,2,0,0,-1,1,-1,0,441,3200000,0,1
5,2,0,0,-1,1,1,0,441,3200000,0,1
5,2,0,0,0,-1,-1,0,399,1600000,0,1
5,2,0,0,0,-1,0,0,40147,1600000,0,1
5,2,0,0,0,-1,1,0,399,1600000,0,1
5,2,0,0,0,1,-1,0,399,1600000,0,1
5,2,0,0,0,1,0,0,40147,1600000,0,1
5,2,0,0,0,1,1,0,399,1600000,0,1
5,2,0,0,1,-1,-1,0,441,3200000,0,1
5,2,0,0,1,-1,1,0,441,3200000,0,1
5,2,0,0,1,0,-1,0,-441,1600000,0,1
5,2,0,0,1,0,1,0,441,1600000,0,1
5,2,0,0,1,1,-1,0,441,3200000,0,1
5,2,0,0,1,1,1,0,441,3200000,0,1
5,3,0,0,0,-1,-1,0,399,1600000,0,1
5,3,0,0,0,-1,0,0,40147,1600000,0,1
5,3,0,0,0,-1,1,0,399,1600000,0,1
5,3,0,0,0,1,-1,0,399,1600000,0,1
5,3,0,0,0,1,0,0,40147,1600000,0,1
5,3,0,0,0,1,1,0,399,1600000,0,1
5,5,0,0,0,0,0,0,40147,800000,0,1
6,1,0,-1,-1,-1,-1,0,1,480,0,1
6,1,0,-1,-1,-1,1,0,-1,480,0,1
6,1,0,-1,-1,0,-1,0,1,240,0,1
6,1,0,-1,-1,0,1,0,1,240,0,1
6,1,0,-1,-1,1,-1,0,1,480,0,1
6,1,0,-1,-1,1,1,0,-1,480,0,1
6,1,0,1,1,-1,-1,0,-1,480,0,1
6,1,0,1,1,-1,1,0,1,480,0,1
6,1,0,1,1,0,-1,0,1,240,0,1
6,1,0,1,1,0,1,0,1,240,0,1
6,1,0,1,1,1,-1,0,-1,480,0,1
6,1,0,1,1,1,1,0,1,480,0,1
6,2,0,0,0,-1,-1,0,-1,240,0,1
6,2,0,0,0,-1,1,0,1,240,0,1
6,2,0,0,0,1,-1,0,1,240,0,1
6,2,0,0,0,1,1,0,-1,240,0,1
6,3,0,0,0,-1,-1,0,-1,240,0,1
6,3,0,0,0,-1,1,0,1,240,0,1
6,3,0,0,0,1,-1,0,1,240,0,1
6,3,0,0,0,1,1,0,-1,240,0,1
6,4,0,0,0,0,-1,0,1,120,0,1
6,4,0,0,0,0,1,0,1,120,0,1
6,6,0,0,0,0,0,0,1,60,0,1
